Soma de client_id,Soma de current_age,Soma de retirement_age,Soma de birth_year,Soma de birth_month,gender,address,Soma de latitude,Soma de longitude,Soma de per_capita_income,yearly_income,Soma de total_debt,Soma de credit_score,Soma de num_credit_cards
1689,21,66,1998,9,Female,93 Plum Lane,4129,-7236,30281,61746,154817,637,2
1243,31,72,1989,1,Female,9316 Hillside Lane,4027,-7688,17110,34884,26799,705,5
353,24,69,1996,2,Female,932 Essex Street,3383,-1172,16109,32847,33514,721,2
1581,38,65,1981,11,Female,9324 Catherine Street,3842,-9036,21744,44334,55173,684,5
109,29,66,1990,8,Female,933 Sussex Drive,456,-10868,19625,40005,37694,737,2
302,27,67,1992,8,Female,9354 Lafayette Street,3841,-7861,18335,37384,120327,706,2
1451,58,57,1961,4,Female,9384 Lake Street,4241,-7099,20979,17078,25245,719,4
313,32,68,1987,6,Female,9384 Ocean Avenue,3673,-9594,16453,33548,31183,693,2
653,19,65,2001,2,Female,939 Lake Drive,4164,-710,25308,51601,79143,745,1
1661,42,67,1977,5,Female,939 Main Lane,3909,-7685,35553,72478,63078,728,2
791,78,57,1941,11,Female,939 Mill Street,3398,-11765,22682,39263,24246,645,4
407,23,66,1996,8,Female,9392 Fifth Avenue,4183,-8768,20822,42454,63754,750,4
761,18,69,2001,3,Female,94 Lafayette Avenue,2145,-15801,27576,56222,63846,726,4
715,37,75,1983,1,Female,94 Ocean Avenue,4176,-8815,49195,100303,53919,821,2
1072,48,62,1972,1,Female,940 First Drive,3871,-9208,19627,40017,75377,648,1
279,25,64,1995,2,Female,940 Plum Boulevard,2795,-8248,34122,69572,137845,753,2
967,41,56,1978,10,Female,9413 12th Boulevard,4328,-932,16081,32789,47679,699,2
1215,53,68,1967,2,Female,9458 Park Boulevard,3284,-11688,20673,42152,55576,751,1
45,61,67,1959,1,Female,9473 Mill Street,4086,-7415,31281,63781,111808,654,1
1826,45,61,1974,5,Female,94936 Elm Drive,2892,-8192,8155,16628,33926,654,1
64,39,68,1980,3,Female,95 12th Avenue,340,-11803,25242,51465,0,702,2
1209,45,67,1974,6,Female,95 12th Drive,4094,-7386,31299,63815,4832,699,6
1043,21,61,1998,9,Female,95 Burns Drive,4237,-7111,47637,97127,210206,660,2
681,19,60,2001,1,Female,95 Main Avenue,400,-7684,21400,43634,52593,654,1
1425,88,67,1931,4,Female,95 Sixth Avenue,3533,-8988,19115,19225,1644,809,8
895,46,70,1973,8,Female,9503 South Street,3423,-11686,15515,31632,76538,832,3
125,64,70,1956,2,Female,9505 Martin Luther King Avenue,3763,-12101,13015,26535,93592,724,5
755,74,67,1945,11,Female,951 11th Avenue,3382,-7867,13409,23137,4871,642,5
437,46,66,1973,6,Female,9528 Hill Street,3904,-7649,35645,72670,28915,718,3
1301,26,66,1993,5,Female,9530 Washington Street,381,-12263,30335,61850,81158,728,9
1238,31,72,1988,7,Female,95410 Pine Boulevard,3887,-771,47408,96661,73401,721,2
852,35,68,1985,1,Female,955 11th Street,2982,-8259,19693,40156,70128,738,3
757,62,65,1957,9,Female,956 Lincoln Boulevard,4064,-7394,22674,46232,68957,691,4
1267,81,65,1938,10,Female,9574 Ocean Drive,4783,-12232,28248,31912,2182,630,4
1891,47,66,1973,2,Female,96 Jefferson Street,2919,-8105,16733,34112,39842,725,4
872,61,66,1959,1,Female,96 Lake Lane,4188,-8784,15451,31505,59730,655,4
642,35,62,1984,5,Female,96 Ninth Drive,3311,-9416,16746,34143,49839,648,4
1372,76,66,1943,10,Female,96 Ninth Lane,3495,-9675,15005,28215,18116,697,2
1156,56,69,1963,6,Female,9603 South Lane,4074,-7433,137428,280199,91367,752,5
1993,59,72,1960,3,Female,963 11th Drive,3735,-12203,45509,92785,122254,786,6
1081,31,60,1988,9,Female,9633 Mill Lane,3969,-10481,24849,50666,102318,617,3
26,49,68,1970,12,Female,9639 Third Boulevard,4068,-8027,20142,41071,124139,685,1
839,45,63,1975,1,Female,96493 Valley Stream Avenue,4163,-7321,26674,54384,69717,622,3
1954,47,68,1973,1,Female,965 Wessex Street,3394,-11795,23740,48406,80441,683,3
1073,43,70,1976,5,Female,967 First Avenue,4119,-857,17294,35264,70328,770,2
1754,34,67,1985,11,Female,97 Fourth Drive,3458,-9423,12910,26325,32456,562,1
57,28,66,1992,2,Female,9706 Mountain View Street,3233,-11105,21494,43826,84935,823,1
1994,48,66,1971,9,Female,9716 Third Lane,3938,-11987,38345,78180,102759,740,3
431,19,72,2000,3,Female,973 Federal Avenue,3062,-8789,25495,51984,79152,691,3
275,43,58,1977,2,Female,973 River Street,2956,-9502,37415,76288,120771,710,4
1692,81,59,1938,8,Female,97339 Lake Avenue,4103,-7386,74205,162709,5642,542,3
1376,49,68,1971,1,Female,97536 Summit Street,3051,-9783,30418,62019,85666,543,4
1015,33,67,1986,4,Female,9761 East Street,3388,-8437,47453,96744,128122,838,5
1903,50,68,1969,9,Female,9794 Essex Lane,4768,-12238,35031,71427,115702,709,3
1935,23,65,1997,2,Female,98 Mountain View Drive,3021,-9202,22001,44862,78350,750,3
656,61,64,1958,5,Female,98 Ninth Street,3506,-8509,25814,52633,137109,704,1
720,36,65,1983,5,Female,980 Federal Drive,4238,-831,9710,19800,40038,682,3
1519,41,72,1978,3,Female,98086 Essex Drive,456,-10868,19625,40012,59472,849,4
1321,49,66,1970,10,Female,981 Fifth Boulevard,4026,-10379,16910,34480,58795,696,1
1759,87,69,1932,11,Female,983 George Boulevard,3327,-11728,22270,33279,1642,778,6
124,31,70,1988,8,Female,9833 Forest Street,346,-9842,16829,34311,6971,680,4
39,54,67,1965,5,Female,984 Eighth Avenue,4129,-7236,30281,61740,126015,583,2
351,91,70,1928,9,Female,984 Little Creek Lane,4077,-7384,13810,17150,375,807,6
1066,46,65,1973,6,Female,9846 Second Lane,4027,-7526,26545,54124,0,727,2
1609,71,68,1948,7,Female,9854 Park Lane,3878,-7727,35563,87659,0,779,4
445,42,59,1977,12,Female,9864 Fifth Lane,4388,-858,6201,12643,19299,645,1
1435,41,78,1978,10,Female,9872 Lexington Street,3406,-8427,45132,92017,157723,703,3
1423,23,55,1996,3,Female,989 Hill Avenue,288,-8188,11204,22844,37625,689,1
288,45,69,1974,5,Female,9891 Valley Drive,3317,-9048,10909,22249,20420,789,3
1532,28,65,1991,3,Female,99 El Camino Drive,3953,-7901,17079,34825,65082,759,1
1370,62,66,1958,1,Female,99 Fifth Street,3844,-1213,25949,52908,109229,709,4
1464,63,61,1957,1,Female,99 Valley Stream Street,428,-7392,30839,49569,58019,682,2
1023,49,69,1970,10,Female,990 Burns Boulevard,3525,-8117,23879,48688,81995,679,1
79,70,66,1949,10,Female,990 North Lane,3036,-8717,20045,29164,19851,625,4
62,78,68,1941,11,Female,9911 Rose Street,4113,-12404,15296,22290,9235,716,6
166,83,64,1936,4,Female,9915 Burns Lane,3915,-7551,17634,25567,1001,665,3
1861,57,65,1962,5,Female,992 Forest Street,331,-9666,32580,66427,103290,779,5
1949,28,67,1991,7,Female,993 Ninth Street,3246,-8644,21796,44444,130382,706,1
1119,23,63,1996,11,Female,994 Second Lane,3883,-7692,23340,47589,114020,763,4
652,82,66,1937,9,Female,9952 South Lane,4176,-7261,20065,22726,1692,784,6
1219,28,72,1991,6,Female,9977 Oak Avenue,3868,-7617,28497,58105,70254,688,3
798,50,68,1969,9,Female,9982 Summit Boulevard,3357,-11714,24069,49076,56547,715,4
1646,54,69,1965,11,Male,0 Ocean Boulevard,4033,-7983,14663,29898,19719,714,5
1855,67,66,1952,3,Male,1 Burns Lane,373,-1218,25115,31287,25844,728,4
914,38,71,1982,1,Male,10 Norfolk Boulevard,3768,-9734,22638,46160,87459,763,4
1998,65,67,1954,9,Male,10 Third Avenue,3756,-12237,0,645,790,688,3
1028,50,66,1970,1,Male,1012 Hill Drive,4183,-8768,39789,81122,112394,682,5
5,65,65,1955,2,Male,1032 Second Lane,4295,-7713,19095,20614,14042,711,2
1639,58,67,1961,5,Male,1034 Pine Boulevard,4212,-8008,24324,49595,68057,676,1
1442,41,58,1979,1,Male,1036 Spruce Street,4301,-1147,14925,30432,101847,624,1
314,27,66,1992,6,Male,1039 Bayview Drive,390,-774,28410,57927,87736,557,1
1387,28,65,1991,5,Male,104 First Boulevard,3572,-7884,32485,66237,146680,785,1
855,51,65,1969,1,Male,1047 Seventh Street,3232,-902,11061,22557,63019,699,5
1617,30,60,1989,10,Male,105 Seventh Street,392,-7685,37697,76867,118029,659,1
1200,64,64,1956,2,Male,106 Littlewood Drive,2976,-9538,15401,24420,14460,685,1
1096,59,67,1960,10,Male,1089 Norfolk Avenue,4304,-7614,20294,41379,95988,681,2
395,39,72,1981,2,Male,1105 Wessex Avenue,3269,-9712,24331,49611,110543,739,4
547,70,66,1949,5,Male,111 Hillside Avenue,4262,-8863,18351,31901,16285,778,4
1457,20,66,1999,6,Male,11162 Oak Drive,4157,-9361,22425,45725,102164,688,4
315,54,69,1966,1,Male,112 Burns Lane,4078,-8152,20783,42379,136748,692,3
1864,20,69,1999,8,Male,1177 Elm Avenue,4279,-7367,24904,50776,19785,701,1
1524,26,60,1993,3,Male,118 Mountain View Lane,4219,-8808,48986,99883,171034,732,1
1830,56,75,1963,9,Male,1184 Essex Lane,3505,-8319,15899,32418,84507,758,4
1338,33,67,1986,12,Male,12 12th Avenue,4258,-8785,23060,47023,0,765,2
1104,91,66,1928,3,Male,120 Lafayette Boulevard,2623,-8013,18266,40141,805,850,6
1186,46,65,1973,10,Male,12067 Federal Boulevard,3995,-7516,17603,35891,87749,577,3
1856,51,65,1968,11,Male,1209 George Drive,3493,-7872,18376,37467,50461,784,4
1025,19,62,2000,10,Male,122 11th Drive,3405,-7975,16393,33426,51699,664,4
1195,75,68,1944,7,Male,1222 First Drive,4401,-9247,23553,40696,15691,801,6
471,52,65,1967,9,Male,123 Ocean View Street,3857,-12117,35137,71645,155006,629,3
7,74,61,1945,5,Male,124 Madison Lane,393,-7661,20919,32682,21379,650,3
684,51,63,1969,2,Male,1246 11th Boulevard,2614,-8013,21661,44170,90049,661,7
916,21,68,1998,8,Male,125 First Avenue,3604,-8664,20236,41260,80574,682,2
361,43,68,1976,6,Male,125 Plum Drive,3391,-11834,19153,39052,65861,804,4
1758,57,66,1963,1,Male,126 Valley Drive,3232,-902,11061,22556,43260,645,4
252,67,70,1953,1,Male,127 Grant Street,4058,-8242,17161,34985,29409,723,6
1922,79,65,1940,11,Male,127 Valley Boulevard,3285,-1172,34848,53222,23051,640,1
927,37,68,1982,6,Male,13 Federal Street,4248,-7115,29122,59375,0,729,2
878,45,65,1974,3,Male,13 Lake Drive,4003,-7649,19663,40093,81752,615,2
785,18,67,2001,11,Male,13 Main Boulevard,3816,-12193,23990,48909,71310,740,2
1776,47,75,1972,10,Male,130 Lincoln Drive,4004,-8212,21156,43133,44263,693,3
1592,19,67,2000,9,Male,1317 Wessex Lane,375,-1223,46616,95045,132371,708,3
595,79,66,1941,2,Male,132 Lexington Drive,365,-7855,18100,29041,4427,699,4
1673,41,67,1978,11,Male,133 Grant Lane,4346,-8595,17145,34954,45456,772,3
1804,18,65,2001,9,Male,1335 Norfolk Drive,4156,-7055,21335,43499,108468,701,4
475,20,66,1999,11,Male,135 Spruce Lane,4102,-8404,19827,40426,76199,727,1
1485,64,69,1955,10,Male,1350 Lake Drive,3341,-9657,24402,49756,89743,618,4
1493,30,65,1989,11,Male,136 Spruce Street,3822,-12255,26748,54537,121987,765,4
1503,59,67,1960,3,Male,1362 Norfolk Drive,3235,-8628,21102,43021,86014,725,4
552,54,66,1965,4,Male,1416 Bayview Avenue,2967,-8233,25767,52538,132409,602,1
260,62,70,1958,2,Male,142 Catherine Street,2621,-9831,14275,29110,23504,699,3
212,52,67,1968,2,Male,142 First Drive,3279,-9676,13799,28137,88482,797,6
1136,23,65,1996,12,Male,1430 Elm Avenue,3756,-12198,33727,68767,119831,723,3
1545,20,63,1999,12,Male,1433 Rose Boulevard,3373,-11705,15144,30882,60484,807,3
106,52,60,1967,10,Male,146 Plum Avenue,3977,-8614,14691,29957,60321,624,5
1551,47,70,1972,12,Male,148 Hillside Boulevard,4015,-8936,17510,35699,63264,687,5
1737,52,65,1967,3,Male,14813 El Camino Drive,4246,-8294,18487,37686,41173,739,4
716,31,70,1988,5,Male,1495 Elm Boulevard,3392,-11683,13002,26511,21869,769,6
107,50,70,1970,1,Male,1504 Lincoln Drive,3429,-9433,13123,26758,41064,734,5
1832,36,67,1983,10,Male,151 Lafayette Drive,4071,-12411,17839,36372,79220,684,2
1205,22,69,1997,8,Male,152 Sixth Avenue,3232,-953,27948,56984,128684,680,5
1084,36,66,1984,1,Male,152 West Drive,4726,-12245,31518,64262,75415,775,4
511,66,68,1953,10,Male,153 Tenth Lane,3221,-11088,17460,35602,55369,661,5
1577,53,66,1966,12,Male,153 Wessex Drive,2733,-8254,19983,40745,18371,718,4
1534,36,65,1983,7,Male,1531 North Lane,399,-7499,39626,80794,3867,803,2
1671,50,57,1969,3,Male,1559 Tenth Street,2795,-8248,21033,42886,60474,604,1
1158,62,66,1957,4,Male,1569 George Boulevard,3578,-7811,16239,33112,56040,716,2
630,60,66,1959,7,Male,1583 Grant Avenue,3033,-8165,19382,39521,61861,491,3
973,55,68,1964,5,Male,1587 Rose Lane,3451,-8994,12285,25051,19465,734,4
1881,67,67,1952,9,Male,159 Mill Street,4205,-8338,22321,56542,9097,733,6
694,29,66,1990,5,Male,1598 Elm Street,612,-14982,20519,41836,60302,615,2
1382,58,65,1961,7,Male,16 Eighth Lane,3279,-9676,12693,25883,44404,706,4
611,23,65,1996,7,Male,16 Jefferson Drive,4226,-880,28799,58721,135065,758,1
71,39,69,1980,5,Male,164 Ocean View Street,4344,-9321,16087,32801,44496,701,2
420,22,62,1998,2,Male,1651 Oak Drive,3382,-11791,16252,33140,51305,744,1
1777,47,67,1972,5,Male,166 12th Street,3883,-7721,30622,62432,95799,741,5
848,51,69,1968,5,Male,166 River Drive,3886,-766,33529,68362,96182,711,2
1030,44,71,1975,10,Male,168 Mill Drive,4563,-12252,22050,44963,90682,705,4
116,31,68,1988,8,Male,168 Sussex Boulevard,4295,-7759,32973,67230,45269,685,2
496,47,63,1972,8,Male,16893 Fifth Avenue,3276,-9659,17810,36319,44737,730,4
163,37,73,1983,2,Male,169 Oak Street,4137,-797,16237,33108,44044,829,2
679,57,69,1962,11,Male,1690 Main Avenue,4127,-8013,16809,34272,39514,765,4
687,20,66,1999,11,Male,1693 Spruce Street,4224,-844,17783,36264,99582,725,1
1381,79,68,1940,10,Male,1699 West Lane,4169,-8133,24878,29517,2470,690,4
1823,67,70,1952,5,Male,172 Third Lane,3327,-11194,32056,65362,27745,743,6
1256,37,68,1982,9,Male,1723 North Lane,412,-7313,27589,56248,149587,728,4
1929,29,64,1990,8,Male,1734 George Drive,3772,-12241,20536,41873,76725,717,1
1999,19,69,2000,12,Male,1749 Spruce Street,3106,-9818,16744,34134,0,683,2
1201,60,66,1959,11,Male,175 Valley Drive,4236,-7136,56632,115465,195657,715,4
1292,20,68,1999,4,Male,176 River Boulevard,357,-8999,14249,29051,5819,774,2
1769,75,65,1944,7,Male,177 Mill Boulevard,3969,-7425,21861,46031,8332,661,5
673,48,68,1971,7,Male,1772 Essex Boulevard,3727,-7988,19188,39124,66231,722,4
606,48,67,1971,12,Male,1773 Hill Street,394,-888,16300,33236,57549,747,1
1667,18,70,2002,2,Male,18 Bayview Avenue,3482,-8998,23782,48491,158871,588,1
1180,28,69,1991,9,Male,18 Lake Avenue,4071,-7399,17624,35940,54354,595,3
1511,43,66,1977,1,Male,18 Norfolk Boulevard,4307,-8938,23680,48279,114254,719,2
1278,19,70,2000,9,Male,1804 Madison Lane,3998,-8298,13938,28417,25959,684,3
581,48,67,1971,3,Male,1813 Second Lane,2999,-9024,14696,29962,55000,684,3
1583,38,68,1981,10,Male,182 Valley Street,4004,-763,25917,52844,0,826,3
912,46,66,1973,8,Male,1833 George Drive,2577,-802,23244,47395,41381,755,2
413,21,70,1998,3,Male,1848 Mountain View Avenue,3386,-8468,25025,51028,105239,660,2
1734,37,69,1982,11,Male,185 Forest Drive,3395,-8454,40530,82637,84762,739,2
1344,61,65,1958,11,Male,186 Forest Avenue,4258,-8303,22974,46843,66529,736,2
197,32,60,1987,5,Male,1867 Bayview Street,3786,-8465,15757,32128,58373,724,5
765,18,68,2002,2,Male,188 Ninth Boulevard,3778,-9042,17707,36101,46425,778,2
1596,42,69,1977,3,Male,188 Washington Avenue,3428,-11844,15583,31772,17286,734,4
1885,46,65,1973,9,Male,189 Forest Street,3399,-8372,18171,37056,75730,753,4
886,20,67,1999,11,Male,189 Ninth Lane,4017,-7491,31656,64548,14864,726,1
49,38,74,1981,6,Male,190 Burns Avenue,4081,-8193,18962,38663,59053,686,3
1877,65,66,1955,1,Male,190 Sixth Drive,3292,-9645,34659,70673,87605,714,4
160,44,68,1975,10,Male,1915 Catherine Boulevard,3891,-7543,18622,37965,69614,796,3
371,82,63,1937,3,Male,19176 Grant Drive,3755,-7746,43827,92368,2689,719,4
1711,26,67,1993,12,Male,1941 Ninth Street,4551,-12264,26790,54623,114711,728,1
970,42,66,1977,11,Male,1942 Rose Avenue,291,-810,21916,44681,42011,770,3
482,45,65,1975,1,Male,195 Eighth Boulevard,4239,-12293,17131,34929,63849,714,1
299,40,61,1979,7,Male,196 Plum Lane,4084,-7387,13845,28229,55675,622,5
1260,28,65,1991,12,Male,1963 Summit Lane,2614,-8013,20995,42806,49194,712,3
1957,40,74,1979,9,Male,1977 Lake Avenue,3415,-1186,47055,95945,222735,772,2
1612,68,66,1951,8,Male,198 Main Boulevard,4183,-8768,20649,35370,14777,562,1
169,85,71,1934,5,Male,2 11th Avenue,3394,-8039,14224,30451,93,686,4
46,62,66,1957,6,Male,20 Littlewood Boulevard,4066,-7384,26481,53996,98211,632,4
1003,51,62,1968,11,Male,2003 Ninth Avenue,402,-7478,39495,80526,117380,632,1
683,61,66,1959,1,Male,201 Grant Drive,4079,-7785,25031,51039,0,704,5
17,76,65,1943,7,Male,2012 Forest Avenue,3573,-8132,17850,21867,21103,759,2
1536,41,67,1978,11,Male,2015 Bayview Avenue,3615,-855,15955,32531,38260,766,2
572,29,67,1991,1,Male,202 Washington Drive,2995,-912,23208,47317,42433,680,2
1187,55,67,1964,9,Male,203 Valley Lane,4478,-8968,23216,47334,87775,701,3
1184,70,74,1950,1,Male,20382 Park Drive,3756,-12198,33727,68765,75608,798,5
1876,50,70,1969,7,Male,2040 Washington Boulevard,3805,-8472,21869,44587,17148,775,6
201,61,65,1958,5,Male,206 Pine Lane,4152,-8812,17567,35823,96691,732,3
1962,34,68,1985,9,Male,2066 Ninth Lane,418,-8792,45307,92375,156949,712,5
1168,51,68,1968,10,Male,207 Ocean View Street,4067,-7442,53790,109673,242379,505,1
1128,47,68,1972,7,Male,208 Park Avenue,4453,-720,16976,34606,23909,680,5
1408,42,67,1978,2,Male,209 George Avenue,3331,-8113,12189,24859,43986,683,2
1783,52,70,1967,9,Male,2093 Ocean Street,3778,-12224,18443,37607,63689,749,5
1681,21,72,1998,6,Male,21 Birch Drive,3863,-9024,31909,65058,157708,746,1
748,55,69,1965,1,Male,2100 Summit Street,2976,-9538,18412,37534,99840,706,3
1026,84,70,1935,5,Male,2116 Second Drive,3652,-11939,13194,17016,691,714,4
1866,22,67,1998,2,Male,213 Rose Drive,3285,-9696,30475,62135,75209,676,2
682,58,62,1961,10,Male,2130 Valley Stream Lane,4069,-11199,17276,35229,60945,724,2
909,38,64,1981,5,Male,215 Ocean View Drive,4711,-12276,24044,49023,66148,583,5
972,35,69,1984,5,Male,215 Plum Boulevard,3184,-10643,24608,50177,101323,681,4
527,58,65,1961,11,Male,217 Fifth Lane,4099,-8872,19926,40628,66552,636,1
588,21,66,1998,6,Male,2183 Catherine Boulevard,3847,-9075,23106,47109,76035,844,3
73,48,73,1971,12,Male,2193 Sixth Avenue,4171,-7396,26227,53478,73030,674,3
1279,78,65,1941,7,Male,22 East Avenue,4247,-8349,34259,62103,33545,509,4
545,55,67,1964,10,Male,22 First Boulevard,4067,-8954,22416,45707,113194,715,3
9,29,60,1990,12,Male,22 Mill Drive,3263,-11705,20102,40988,89801,540,3
1399,28,71,1991,5,Male,221 Lexington Avenue,3208,-811,19770,40314,131348,707,4
621,51,63,1968,3,Male,2227 Federal Lane,2919,-8105,13425,27372,54474,612,1
1194,49,70,1970,3,Male,2248 Third Avenue,3506,-8525,18658,38041,27813,782,4
1047,26,67,1994,2,Male,225 Ocean View Avenue,3755,-7746,26269,53554,119852,689,2
1925,25,63,1994,11,Male,225 Seventh Avenue,4511,-9339,29872,60910,110864,679,2
1554,49,63,1970,4,Male,227 Little Creek Street,4168,-7294,25405,51802,91118,696,1
1163,45,61,1975,1,Male,2270 Sixth Lane,2999,-9526,32943,67170,114251,489,3
532,27,65,1993,1,Male,2282 Main Drive,3853,-900,23778,48484,63561,775,4
564,57,64,1962,6,Male,2288 Pine Lane,4408,-7024,20800,42411,111077,765,2
277,46,68,1974,2,Male,2292 South Street,3377,-8981,15568,31739,81905,799,5
1889,66,67,1953,7,Male,23 El Camino Street,2797,-8276,23528,47972,0,748,5
84,47,68,1972,9,Male,23068 Park Street,3649,-815,12630,25748,41455,738,3
880,28,65,1991,3,Male,231 Littlewood Avenue,4895,-12243,19301,39354,26700,685,2
491,40,69,1979,6,Male,2336 George Drive,3483,-8237,13249,27013,58806,651,3
464,36,64,1983,11,Male,2352 Bayview Boulevard,285,-8137,33078,67444,93513,850,1
161,31,70,1988,11,Male,237 Hill Lane,3156,-9718,11512,23469,22976,731,3
1129,49,65,1970,4,Male,2379 Forest Lane,3318,-11729,16894,34449,36540,686,3
1160,27,65,1992,4,Male,238 Eighth Avenue,418,-8006,16965,34591,65770,688,2
509,33,66,1986,7,Male,239 Sussex Drive,3841,-8243,21842,44534,107410,702,4
741,75,66,1944,9,Male,239 Third Drive,4235,-7106,21695,41316,22629,826,1
492,41,70,1978,9,Male,2397 Madison Avenue,3495,-8212,18857,38450,51430,850,1
1682,57,69,1962,5,Male,241 Hillside Lane,4791,-9707,23910,48750,117616,716,5
1176,39,64,1980,10,Male,2411 Hillside Lane,3794,-874,28126,57348,119230,527,3
907,32,71,1987,11,Male,2426 Littlewood Avenue,4494,-931,30650,62492,18680,686,3
841,22,67,1997,6,Male,2429 Eighth Avenue,4463,-1230,17561,35800,65841,753,2
1415,28,68,1991,12,Male,243 Wessex Avenue,3315,-11717,22081,45021,77559,689,1
309,28,57,1991,8,Male,2473 Lake Avenue,3207,-8291,12321,25122,43205,819,3
1736,43,67,1977,1,Male,2479 Valley Avenue,4064,-7394,22456,45789,94014,695,4
903,25,67,1994,8,Male,2484 Essex Avenue,4138,-7285,29231,59599,79126,717,5
1775,26,67,1993,8,Male,2484 Norfolk Drive,3891,-7543,18622,37968,55982,788,3
589,58,72,1961,11,Male,250 Hillside Drive,4055,-8191,13259,27035,58050,595,2
239,26,68,1993,3,Male,2519 Park Boulevard,4488,-9437,20699,42201,138469,682,5
524,57,62,1962,3,Male,252 Eighth Lane,3837,-8181,17282,35239,43270,726,1
450,39,66,1980,9,Male,253 Lexington Avenue,3707,-7651,21186,43192,33517,739,3
1620,21,68,1998,6,Male,2537 Forest Boulevard,3233,-9662,18112,36924,71952,701,3
337,20,74,1999,9,Male,2539 Hill Street,4169,-7151,22701,46284,46220,850,1
336,23,65,1996,12,Male,2545 Federal Drive,4071,-7406,21642,44128,0,760,1
1655,57,63,1962,12,Male,2547 El Camino Street,4224,-8318,17094,34856,127313,830,3
686,64,65,1956,1,Male,25521 First Street,3253,-8292,16958,34576,81087,683,1
1007,66,60,1954,2,Male,259 Valley Boulevard,4024,-7692,25336,54654,27241,618,1
476,68,71,1951,9,Male,26 El Camino Street,4093,-7625,20340,41473,98151,724,3
282,42,66,1977,5,Male,260 Spruce Avenue,2945,-985,12547,25585,59827,702,4
1131,76,69,1943,4,Male,2609 Plum Drive,3888,-9481,28490,19682,0,683,4
321,52,67,1967,5,Male,262 First Lane,4518,-897,19705,40177,47012,698,4
1395,58,65,1961,9,Male,2687 Burns Avenue,4098,-7411,75378,153691,197377,604,2
1500,53,66,1967,1,Male,270 Plum Street,3844,-1213,25949,52904,144534,680,4
1684,56,65,1963,11,Male,27019 Madison Lane,3634,-8328,13668,27861,108313,782,5
931,34,73,1985,12,Male,2707 Main Boulevard,351,-900,33974,69270,97114,540,1
330,36,71,1984,2,Male,271 Sixth Drive,4024,-7528,31595,64419,183210,711,1
217,42,65,1977,10,Male,272 Burns Boulevard,4177,-8782,15221,31031,21853,744,7
1928,56,68,1963,7,Male,273 Ocean Street,4579,-12269,27308,55682,82696,750,4
159,53,69,1966,7,Male,274 Summit Street,3279,-9676,13799,28134,20231,707,3
506,56,68,1964,1,Male,2742 El Camino Boulevard,4271,-7893,25916,52841,36288,733,5
856,54,59,1965,7,Male,275 Tenth Street,3898,-7712,56069,114318,328089,748,3
41,38,70,1981,3,Male,2750 Rose Boulevard,4308,-9156,13332,27183,58323,637,1
1663,24,59,1995,7,Male,276 12th Boulevard,4183,-8768,0,2370,4397,581,1
1757,39,68,1980,11,Male,2773 El Camino Lane,4019,-8539,20644,42086,79530,784,4
1698,32,64,1987,7,Male,2783 Washington Avenue,4087,-7332,33338,67976,105337,747,3
40,71,74,1948,6,Male,2786 Forest Lane,3992,-8379,14342,29243,30686,726,4
1289,33,64,1986,11,Male,27934 11th Street,2614,-8013,20995,42808,117011,758,1
446,23,68,1997,1,Male,28 Madison Lane,4069,-7373,24200,49342,56137,703,1
583,64,67,1955,11,Male,28 West Lane,4176,-8829,14200,28954,41461,636,2
240,50,68,1970,2,Male,280 Lake Avenue,3621,-8329,17104,34868,51984,745,3
1506,25,63,1994,10,Male,2800 Third Drive,3352,-8679,34578,70502,90003,614,2
470,56,65,1964,2,Male,281 Martin Luther King Avenue,3514,-9649,14004,28553,94214,747,3
746,63,67,1956,10,Male,28136 Wessex Street,4064,-7394,14856,30288,42745,689,4
600,18,55,2001,5,Male,2819 Littlewood Lane,3996,-7673,22991,46878,60121,578,1
1235,18,65,2002,2,Male,283 Rose Lane,336,-11766,30564,62316,146487,813,1
1433,73,67,1946,3,Male,2834 West Street,3068,-8804,25381,48060,17440,581,3
368,75,73,1945,2,Male,2842 Littlewood Avenue,285,-8137,20121,42806,20432,726,6
307,18,69,2001,8,Male,2846 Lake Avenue,3023,-9281,18082,36866,0,680,2
813,46,70,1973,6,Male,285 Washington Street,4199,-715,19065,38872,86648,585,1
1941,38,78,1981,8,Male,2867 Federal Drive,3314,-9595,18934,38609,27463,740,3
1257,55,67,1964,7,Male,287 Pine Lane,4779,-1223,23668,48259,146774,721,3
1704,27,62,1992,7,Male,288 North Lane,3995,-8602,31270,63760,151177,716,1
16,75,67,1944,12,Male,2890 Eighth Lane,4188,-8784,15451,22158,19101,681,5
1039,68,64,1951,3,Male,29 Federal Boulevard,3404,-11821,12349,11566,9102,536,4
569,52,73,1968,2,Male,29 Martin Luther King Lane,3483,-922,22377,45625,81136,662,1
745,18,72,2001,12,Male,293 First Boulevard,3406,-11717,23820,48561,0,752,1
1938,22,67,1997,7,Male,295 Valley Drive,2945,-985,28135,57367,115418,795,2
932,67,69,1953,2,Male,295 West Avenue,3236,-9297,16760,34172,71366,811,6
1678,36,65,1983,3,Male,296 Pine Boulevard,417,-7267,28557,58225,101148,685,3
1586,43,65,1977,1,Male,2974 Grant Avenue,4066,-737,27778,56640,104134,672,4
458,46,62,1973,11,Male,298 Federal Avenue,3363,-11209,24064,49068,123937,530,2
946,48,66,1971,5,Male,2981 Ninth Boulevard,4031,-7938,19486,39733,79302,781,4
